0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0.002356,,0.095218,0.103458,0.000000,32867,0.000000,0.000000,0.000000,0.000000,1
0.004671,,0.094302,0.102542,0.000000,32867,0.000000,0.000000,0.000000,0.000000,1
0.007023,,0.091556,0.099796,0.000000,32867,0.000000,0.000000,0.000000,0.000000,1
0.009374,,0.090640,0.098880,0.000000,32864,0.000000,0.000000,0.000000,0.000000,1
0.011703,,0.093387,0.101627,0.000000,32868,0.000000,0.000000,0.000000,0.000000,1
0.014080,,0.091556,0.099796,0.000000,32867,0.000000,0.000000,0.000000,0.000000,1
0.016403,,0.087893,0.096133,0.000000,32867,0.000000,0.000000,0.000000,0.000000,1
0.018761,,0.091556,0.099796,0.000000,32866,0.000000,0.000000,0.000000,0.000000,1
0.021118,,0.091556,0.099796,0.000000,32866,0.000000,0.000000,0.000000,0.000000,1
0.023446,,0.096133,0.104373,0.000000,32873,0.000000,0.000000,0.000000,0.000000,1
0.025778,,0.094302,0.102542,0.000000,32868,0.000000,0.000000,0.000000,0.000000,1
0.028141,,0.097049,0.105289,0.000000,32868,0.000000,0.000000,0.000000,0.000000,1
0.030462,,0.090640,0.098880,0.000000,32867,0.000000,0.000000,0.000000,0.000000,1
0.032812,,0.095218,0.103458,0.000000,32871,0.000000,0.000000,0.000000,0.000000,1
0.035135,,0.091556,0.099796,0.000000,32869,0.000000,0.000000,0.000000,0.000000,1
0.037460,,0.089724,0.097964,0.000000,32864,0.000000,0.000000,0.000000,0.000000,1
0.039804,,0.093387,0.101627,0.000000,32867,0.000000,0.000000,0.000000,0.000000,1
0.042313,,0.089724,0.097964,0.000000,32865,0.000000,0.000000,0.000000,0.000000,1
0.044649,,0.086978,0.095218,0.000000,32862,0.000000,0.000000,0.000000,0.000000,1
0.047014,,0.092471,0.100711,0.000000,32870,0.000000,0.000000,0.000000,0.000000,1
0.049493,,0.091556,0.099796,0.000000,32869,0.000000,0.000000,0.000000,0.000000,1
0.051938,,0.091556,0.099796,0.000000,32866,0.000000,0.000000,0.000000,0.000000,1
0.054256,,0.092471,0.100711,0.000000,32866,0.000000,0.000000,0.000000,0.000000,1
0.056558,,0.086062,0.094302,0.000000,32862,0.000000,0.000000,0.000000,0.000000,1
0.058924,,0.101627,0.109867,0.000000,32877,0.000000,0.000000,0.000000,0.000000,1
0.061325,,0.098880,0.107120,0.000000,32872,0.000000,0.000000,0.000000,0.000000,1
0.063701,,0.093387,0.101627,0.000000,32870,0.000000,0.000000,0.000000,0.000000,1
0.066067,,0.085147,0.093387,0.000000,32860,0.000000,0.000000,0.000000,0.000000,1
0.068386,,0.093387,0.101627,0.000000,32864,0.000000,0.000000,0.000000,0.000000,1
0.070701,,0.093387,0.101627,0.000000,32868,0.000000,0.000000,0.000000,0.000000,1
0.073077,,0.093387,0.101627,0.000000,32869,0.000000,0.000000,0.000000,0.000000,1
0.075406,,0.097049,0.105289,0.000000,32871,0.000000,0.000000,0.000000,0.000000,1
0.077822,,0.096133,0.104373,0.000000,32870,0.000000,0.000000,0.000000,0.000000,1
0.080208,,0.095218,0.103458,0.000000,32870,0.000000,0.000000,0.000000,0.000000,1
0.082581,,0.087893,0.096133,0.000000,32865,0.000000,0.000000,0.000000,0.000000,1
0.085123,,0.096133,0.104373,0.000000,32870,0.000000,0.000000,0.000000,0.000000,1
0.087484,,0.092471,0.100711,0.000000,32870,0.000000,0.000000,0.000000,0.000000,1
0.090294,,0.092471,0.100711,0.000000,32867,0.000000,0.000000,0.000000,0.000000,1
0.090686,>23|01:702.328,29.997,0.021,0.7,468,0.000,0.0,-0,468,,,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2025,0.1396,0.9760,0.61,-0.65,-0.26,25.52,99.84,9.94,2.997,29.6,-0.2,-0.2,701.857,7,11.3,11.3<48,0.092471,0.100711,0.000000,32867,0.000000,0.000000,0.000000,0.000000,1
0.092707,>23|01:702.328,29.997,0.021,0.7,468,0.000,0.0,-0,468,,,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2025,0.1396,0.9760,0.61,-0.65,-0.26,25.52,99.84,9.94,2.997,29.6,-0.2,-0.2,701.857,7,11.3,11.3<48,0.097049,0.105289,0.100952,32870,0.000000,0.000000,0.000000,0.000000,1
0.095110,>23|01:702.328,29.997,0.021,0.7,468,0.000,0.0,-0,468,,,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2025,0.1396,0.9760,0.61,-0.65,-0.26,25.52,99.84,9.94,2.997,29.6,-0.2,-0.2,701.857,7,11.3,11.3<48,0.091556,0.099796,0.100952,32863,0.000000,0.000000,0.000000,0.000000,1
0.097477,>23|01:702.328,29.997,0.021,0.7,468,0.000,0.0,-0,468,,,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2025,0.1396,0.9760,0.61,-0.65,-0.26,25.52,99.84,9.94,2.997,29.6,-0.2,-0.2,701.857,7,11.3,11.3<48,0.093387,0.101627,0.100952,32868,0.000000,0.000000,0.000000,0.000000,1
0.099828,>23|01:702.328,29.997,0.021,0.7,468,0.000,0.0,-0,468,,,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2025,0.1396,0.9760,0.61,-0.65,-0.26,25.52,99.84,9.94,2.997,29.6,-0.2,-0.2,701.857,7,11.3,11.3<48,0.095218,0.103458,0.100952,32866,0.000000,0.000000,0.000000,0.000000,1
0.102157,>23|01:702.328,29.997,0.021,0.7,468,0.000,0.0,-0,468,,,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2025,0.1396,0.9760,0.61,-0.65,-0.26,25.52,99.84,9.94,2.997,29.6,-0.2,-0.2,701.857,7,11.3,11.3<48,0.093387,0.101627,0.100952,32867,0.000000,0.000000,0.000000,0.000000,1
0.104539,>23|01:702.328,29.997,0.021,0.7,468,0.000,0.0,-0,468,,,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2025,0.1396,0.9760,0.61,-0.65,-0.26,25.52,99.84,9.94,2.997,29.6,-0.2,-0.2,701.857,7,11.3,11.3<48,0.105289,0.112613,0.100952,32876,0.000000,0.000000,0.000000,0.000000,1
0.106936,>23|01:702.328,29.997,0.021,0.7,468,0.000,0.0,-0,468,,,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2025,0.1396,0.9760,0.61,-0.65,-0.26,25.52,99.84,9.94,2.997,29.6,-0.2,-0.2,701.857,7,11.3,11.3<48,0.081484,0.089724,0.100952,32857,0.000000,0.000000,0.000000,0.000000,1
0.109258,>23|01:702.328,29.997,0.021,0.7,468,0.000,0.0,-0,468,,,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2025,0.1396,0.9760,0.61,-0.65,-0.26,25.52,99.84,9.94,2.997,29.6,-0.2,-0.2,701.857,7,11.3,11.3<48,0.091556,0.099796,0.100952,32867,0.000000,0.000000,0.000000,0.000000,1
0.112229,>23|01:702.328,29.997,0.021,0.7,468,0.000,0.0,-0,468,,,0.00,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2025,0.1396,0.9760,0.61,-0.65,-0.26,25.52,99.84,9.94,2.997,29.6,-0.2,-0.2,701.857,7,11.3,11.3<48,0.092471,0.100711,0.100952,32867,0.000000,0.000000,0.000000,0.000000,1
